psraid,sample,state,cregion,usr,pial1a,pial2,pial3a,pial3b,pial3c,employ,par,sex,age,educ2,hisp,race,inc
326,Landline,Wisconsin,Midwest,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,49,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$75,000 to under $100,000"
327,Landline,Arkansas,South,Suburban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Male,24,High school graduate (Grade 12 with diploma or GED certificate),No,White,"Less than $10,000"
328,Landline,Arkansas,South,Urban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Female,34,"Some college, no degree (includes some community college)",No,White,"Less than $10,000"
329,Landline,Texas,South,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Female,78,High school graduate (Grade 12 with diploma or GED certificate),No,White,"Less than $10,000"
330,Landline,Pennsylvania,Northeast,Rural,No,NA,NA,NA,NA,Not employed,No,Female,85,High school graduate (Grade 12 with diploma or GED certificate),No,White,(DO NOT READ) Donêt know/Refused
331,Landline,Georgia,South,Rural,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Female,67,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$20,000 to under $30,000"
332,Landline,Rhode Island,Northeast,Urban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Not employed,No,Female,18,"Some college, no degree (includes some community college)",Yes,White,(DO NOT READ) Donêt know/Refused
333,Landline,Indiana,Midwest,Rural,No,NA,NA,NA,NA,Not employed,No,Male,56,Don't know/Refused (VOL.),No,White,"Less than $10,000"
334,Landline,Massachusetts,Northeast,Suburban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Employed part-time,Yes,Female,44,"Some postgraduate or professional schooling, no postgraduate degree",No,White,"$100,000 to under $150,000"
335,Landline,Tennessee,South,Rural,No,NA,NA,NA,NA,Not employed,No,Female,76,High school graduate (Grade 12 with diploma or GED certificate),No,White,"Less than $10,000"
336,Landline,Maryland,South,Urban,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","Yes, have done this",Employed part-time,No,Female,24,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,Asian or Pacific Islander,"$100,000 to under $150,000"
337,Landline,Ohio,Midwest,Rural,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed part-time,Yes,Female,50,"Some college, no degree (includes some community college)",No,White,(DO NOT READ) Donêt know/Refused
338,Landline,Florida,South,Rural,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Male,86,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$10,000 to under $20,000"
339,Landline,Pennsylvania,Northeast,Suburban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","Yes, have done this",Employed full-time,No,Female,22,Two year associate degree from a college or university,No,White,"$40,000 to under $50,000"
340,Landline,West Virginia,South,Suburban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,No,Female,55,Two year associate degree from a college or university,No,White,"$75,000 to under $100,000"
341,Landline,Indiana,Midwest,Suburban,No,NA,NA,NA,NA,Not employed,No,Male,62,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$10,000 to under $20,000"
342,Landline,California,West,Suburban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Not employed,No,Female,50,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$75,000 to under $100,000"
343,Landline,California,West,Urban,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","Yes, have done this",Employed full-time,Yes,Male,NA,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,Asian or Pacific Islander,(DO NOT READ) Donêt know/Refused
344,Landline,Florida,South,Urban,No,NA,NA,NA,NA,Not employed,No,Female,87,"Four year college or university degree/Bachelorês degree (e.g., BS, BA, AB)",No,White,"$20,000 to under $30,000"
345,Landline,California,West,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,No,Male,86,Less than high school (Grades 1-8 or no formal schooling),No,Black or African-American,"$20,000 to under $30,000"
346,Landline,Oregon,West,Rural,Yes,"No, not a smartphone","No, have not done this",Cell phone is not able to do this (VOL.),Cell phone is not able to do this (VOL.),Employed full-time,No,Female,NA,Two year associate degree from a college or university,No,White,"$20,000 to under $30,000"
347,Landline,California,West,Suburban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,Yes,Male,37,"Some college, no degree (includes some community college)",No,White,"$10,000 to under $20,000"
348,Landline,Oregon,West,Suburban,Yes,Not sure/Don't know,"No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Male,67,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"Less than $10,000"
349,Landline,Kentucky,South,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,Yes,Female,55,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),No,White,"$30,000 to under $40,000"
350,Landline,California,West,Urban,No,NA,NA,NA,NA,Employed full-time,No,Male,45,High school graduate (Grade 12 with diploma or GED certificate),No,White,(DO NOT READ) Donêt know/Refused
351,Landline,California,West,Suburban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,Yes,Female,42,High school graduate (Grade 12 with diploma or GED certificate),Yes,White,"$10,000 to under $20,000"
352,Landline,Indiana,Midwest,Suburban,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","Yes, have done this",Employed full-time,Yes,Male,25,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$30,000 to under $40,000"
353,Landline,California,West,Suburban,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,Yes,Male,58,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",(DO NOT READ) Donêt know/Refused,(DO NOT READ) Donêt know/Refused,"$150,000 or over"
354,Landline,Indiana,Midwest,Rural,Yes,"Yes, smartphone","No, have not done this","No, have not done this","No, have not done this",Employed part-time,Yes,Male,35,Less than high school (Grades 1-8 or no formal schooling),Yes,Other (SPECIFY),"$20,000 to under $30,000"
355,Landline,California,West,Urban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Not employed,Yes,Female,38,"Some college, no degree (includes some community college)",No,Black or African-American,"Less than $10,000"
356,Landline,Indiana,Midwest,Suburban,No,NA,NA,NA,NA,Not employed,No,Male,55,High school graduate (Grade 12 with diploma or GED certificate),No,White,"Less than $10,000"
357,Landline,California,West,Urban,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","Yes, have done this",Employed full-time,Yes,Female,32,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$40,000 to under $50,000"
358,Landline,New Jersey,Northeast,Suburban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Not employed,No,Male,75,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,Black or African-American,"$150,000 or over"
359,Landline,Virginia,South,Rural,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","Yes, have done this",Not employed,Yes,Female,64,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$40,000 to under $50,000"
360,Landline,California,West,Suburban,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed full-time,No,Male,51,"Some college, no degree (includes some community college)",Yes,White,"$100,000 to under $150,000"
361,Landline,Florida,South,Suburban,Yes,"Yes, smartphone","Yes, have done this","No, have not done this","No, have not done this",Not employed,No,Male,78,"Some postgraduate or professional schooling, no postgraduate degree",No,White,"$150,000 or over"
362,Landline,South Carolina,South,Suburban,Yes,"No, not a smartphone","Yes, have done this","No, have not done this","No, have not done this",Employed part-time,No,Male,89,"Some college, no degree (includes some community college)",No,White,(DO NOT READ) Donêt know/Refused
363,Landline,California,West,Rural,No,NA,NA,NA,NA,Not employed,No,Male,69,High school graduate (Grade 12 with diploma or GED certificate),No,White,(DO NOT READ) Donêt know/Refused
364,Landline,Nevada,West,Suburban,No,NA,NA,NA,NA,Not employed,No,Female,19,"Some college, no degree (includes some community college)",No,Black or African-American,(DO NOT READ) Donêt know/Refused
365,Landline,California,West,Suburban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Female,57,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$20,000 to under $30,000"
366,Landline,California,West,Suburban,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","Yes, have done this",Employed full-time,Yes,Male,34,Two year associate degree from a college or university,No,White,"$50,000 to under $75,000"
367,Landline,Massachusetts,Northeast,Suburban,No,NA,NA,NA,NA,Not employed,No,Male,60,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$50,000 to under $75,000"
368,Landline,Indiana,Midwest,Rural,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Employed full-time,Yes,Male,34,"Some college, no degree (includes some community college)",No,White,"$30,000 to under $40,000"
369,Landline,California,West,Urban,Yes,"No, not a smartphone","No, have not done this","No, have not done this","No, have not done this",Employed full-time,No,Female,52,"Postgraduate or professional degree, including masterês, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",No,White,"$50,000 to under $75,000"
370,Landline,California,West,Suburban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","Yes, have done this",Not employed,Yes,Female,24,High school graduate (Grade 12 with diploma or GED certificate),Yes,White,"Less than $10,000"
371,Landline,Washington,West,Suburban,Yes,"Yes, smartphone","Yes, have done this","Yes, have done this","No, have not done this",Employed part-time,No,Female,65,High school graduate (Grade 12 with diploma or GED certificate),No,White,"$50,000 to under $75,000"
372,Landline,Washington,West,Suburban,Yes,Not sure/Don't know,"No, have not done this","No, have not done this","No, have not done this",Not employed,No,Female,77,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),No,White,(DO NOT READ) Donêt know/Refused
373,Landline,Kentucky,South,Suburban,Yes,"Yes, smartphone","No, have not done this","Yes, have done this","Yes, have done this",Employed full-time,Yes,Male,40,Two year associate degree from a college or university,No,White,(DO NOT READ) Donêt know/Refused
